Date,Team,Passing Cmp%
2017-08-11,Arsenal,83.0
2017-08-19,Arsenal,85.9
2017-08-27,Arsenal,80.4
2017-09-09,Arsenal,78.8
2017-09-17,Arsenal,78.4
2017-09-25,Arsenal,85.6
2017-10-01,Arsenal,86.6
2017-10-14,Arsenal,79.2
2017-10-22,Arsenal,82.4
2017-10-28,Arsenal,85.9
2017-11-05,Arsenal,81.1
2017-11-18,Arsenal,68.0
2017-11-26,Arsenal,81.8
2017-11-29,Arsenal,87.1
2017-12-02,Arsenal,82.8
2017-12-10,Arsenal,86.4
2017-12-13,Arsenal,84.7
2017-12-16,Arsenal,84.8
2017-12-22,Arsenal,74.1
2017-12-28,Arsenal,83.1
2017-12-31,Arsenal,83.4
2018-01-03,Arsenal,83.8
2018-01-14,Arsenal,73.6
2018-01-20,Arsenal,87.5
2018-01-30,Arsenal,90.6
2018-02-03,Arsenal,83.8
2018-02-10,Arsenal,79.8
2018-03-01,Arsenal,77.6
2018-03-04,Arsenal,83.0
2018-03-11,Arsenal,81.5
2018-04-01,Arsenal,83.2
2018-04-08,Arsenal,83.4
2018-04-15,Arsenal,83.1
2018-04-22,Arsenal,85.5
2018-04-29,Arsenal,81.6
2018-05-06,Arsenal,87.8
2018-05-09,Arsenal,78.8
2018-05-13,Arsenal,79.9   
2018-08-12,Arsenal,77.1
2018-08-18,Arsenal,81.2
2018-08-25,Arsenal,82.2
2018-09-02,Arsenal,83.3
2018-09-15,Arsenal,83.0
2018-09-23,Arsenal,81.5
2018-09-29,Arsenal,79.8
2018-10-07,Arsenal,78.9
2018-10-22,Arsenal,84.9
2018-10-28,Arsenal,82.3
2018-11-03,Arsenal,83.8
2018-11-11,Arsenal,84.2
2018-11-25,Arsenal,79.1
2018-12-02,Arsenal,81.4
2018-12-05,Arsenal,81.0
2018-12-08,Arsenal,79.4
2018-12-16,Arsenal,85.1
2018-12-22,Arsenal,85.4
2018-12-26,Arsenal,87.5
2018-12-29,Arsenal,82.6
2019-01-01,Arsenal,77.6
2019-01-12,Arsenal,85.7
2019-01-19,Arsenal,75.7
2019-01-29,Arsenal,85.1
2019-02-03,Arsenal,77.4
2019-02-09,Arsenal,72.9
2019-02-24,Arsenal,80.6
2019-02-27,Arsenal,87.3
2019-03-02,Arsenal,60.1
2019-03-10,Arsenal,74.8
2019-04-01,Arsenal,84.5
2019-04-07,Arsenal,78.4
2019-04-15,Arsenal,85.7
2019-04-21,Arsenal,85.8
2019-04-24,Arsenal,87.5
2019-04-28,Arsenal,63.6
2019-05-05,Arsenal,82.2
2019-05-12,Arsenal,83.0
2019-08-11,Arsenal,84.1
2019-08-17,Arsenal,81.7
2019-08-24,Arsenal,84.7
2019-09-01,Arsenal,81.1
2019-09-15,Arsenal,82.9
2019-09-22,Arsenal,83.2
2019-09-30,Arsenal,74.5
2019-10-06,Arsenal,73.2
2019-10-21,Arsenal,83.8
2019-10-27,Arsenal,79.2
2019-11-02,Arsenal,82.7
2019-11-09,Arsenal,82.1
2019-11-23,Arsenal,80.6
2019-12-01,Arsenal,81.6
2019-12-05,Arsenal,80.7
2019-12-09,Arsenal,86.1
2019-12-15,Arsenal,83.9
2019-12-21,Arsenal,81.5
2019-12-26,Arsenal,85.0
2019-12-29,Arsenal,78.3
2020-01-01,Arsenal,84.2
2020-01-11,Arsenal,76.8
2020-01-18,Arsenal,79.3
2020-01-21,Arsenal,75.7
2020-02-02,Arsenal,78.2
2020-02-16,Arsenal,88.2
2020-02-23,Arsenal,83.9
2020-03-07,Arsenal,82.9
2020-06-17,Arsenal,81.4
2020-06-20,Arsenal,85.4
2020-06-25,Arsenal,76.6
2020-07-01,Arsenal,83.1
2020-07-04,Arsenal,81.9
2020-07-07,Arsenal,67.3
2020-07-12,Arsenal,86.7
2020-07-15,Arsenal,63.5
2020-07-21,Arsenal,84.6
2020-07-26,Arsenal,82.3  
2020-09-12,Arsenal,88.2
2020-09-19,Arsenal,84.4
2020-09-28,Arsenal,73.4
2020-10-04,Arsenal,87.2
2020-10-17,Arsenal,82.9
2020-10-25,Arsenal,84.5
2020-11-01,Arsenal,83.3
2020-11-08,Arsenal,81.8
2020-11-22,Arsenal,68.8
2020-11-29,Arsenal,80.3
2020-12-06,Arsenal,82.4
2020-12-13,Arsenal,79.0
2020-12-16,Arsenal,76.1
2020-12-19,Arsenal,86.7
2020-12-26,Arsenal,66.8
2020-12-29,Arsenal,84.3
2021-01-02,Arsenal,80.8
2021-01-14,Arsenal,84.8
2021-01-18,Arsenal,87.2
2021-01-26,Arsenal,75.4
2021-01-30,Arsenal,79.8
2021-02-02,Arsenal,87.2
2021-02-06,Arsenal,83.6
2021-02-14,Arsenal,76.1
2021-02-21,Arsenal,83.3
2021-02-28,Arsenal,81.1
2021-03-06,Arsenal,80.2
2021-03-14,Arsenal,82.8
2021-03-21,Arsenal,84.0
2021-04-03,Arsenal,74.8
2021-04-11,Arsenal,87.5
2021-04-18,Arsenal,85.2
2021-04-23,Arsenal,88.7
2021-05-02,Arsenal,90.1
2021-05-09,Arsenal,84.3
2021-05-12,Arsenal,77.1
2021-05-19,Arsenal,83.3
2021-05-23,Arsenal,86.1 
2021-08-13,Arsenal,84.2
2021-08-22,Arsenal,75.5
2021-08-28,Arsenal,68.1
2021-09-11,Arsenal,82.0
2021-09-18,Arsenal,79.4
2021-09-26,Arsenal,82.5
2021-10-02,Arsenal,74.9
2021-10-18,Arsenal,85.5
2021-10-22,Arsenal,80.1
2021-10-30,Arsenal,74.2
2021-11-07,Arsenal,81.0
2021-11-20,Arsenal,79.0
2021-11-27,Arsenal,85.5
2021-12-02,Arsenal,82.0
2021-12-06,Arsenal,81.5
2021-12-11,Arsenal,77.5
2021-12-15,Arsenal,82.1
2021-12-18,Arsenal,77.7
2021-12-26,Arsenal,83.1
2022-01-01,Arsenal,67.9
2022-01-23,Arsenal,84.3
2022-02-10,Arsenal,74.9
2022-02-19,Arsenal,81.0
2022-02-24,Arsenal,80.9
2022-03-06,Arsenal,82.1
2022-03-13,Arsenal,84.8
2022-03-16,Arsenal,79.6
2022-03-19,Arsenal,84.2
2022-04-04,Arsenal,85.3
2022-04-09,Arsenal,80.8
2022-04-16,Arsenal,85.7
2022-04-20,Arsenal,74.6
2022-04-23,Arsenal,83.8
2022-05-01,Arsenal,82.2
2022-05-08,Arsenal,87.4
2022-05-12,Arsenal,83.1
2022-05-16,Arsenal,76.7
2022-05-22,Arsenal,87.4  
2017-08-12,Crystal Palace,75.0
2017-08-19,Crystal Palace,64.9
2017-08-26,Crystal Palace,81.3
2017-09-10,Crystal Palace,73.0
2017-09-16,Crystal Palace,72.9
2017-09-23,Crystal Palace,71.6
2017-09-30,Crystal Palace,76.0
2017-10-14,Crystal Palace,71.7
2017-10-21,Crystal Palace,70.8
2017-10-28,Crystal Palace,73.5
2017-11-05,Crystal Palace,64.5
2017-11-18,Crystal Palace,79.6
2017-11-25,Crystal Palace,75.4
2017-11-28,Crystal Palace,70.5
2017-12-02,Crystal Palace,70.5
2017-12-09,Crystal Palace,71.8
2017-12-12,Crystal Palace,74.7
2017-12-16,Crystal Palace,72.6
2017-12-23,Crystal Palace,74.1
2017-12-28,Crystal Palace,72.1
2017-12-31,Crystal Palace,57.1
2018-01-02,Crystal Palace,68.3
2018-01-13,Crystal Palace,65.0
2018-01-20,Crystal Palace,78.7
2018-01-30,Crystal Palace,79.8
2018-02-04,Crystal Palace,75.5
2018-02-10,Crystal Palace,74.6
2018-02-25,Crystal Palace,57.9
2018-03-05,Crystal Palace,63.5
2018-03-10,Crystal Palace,77.0
2018-03-17,Crystal Palace,68.0
2018-03-31,Crystal Palace,60.7
2018-04-07,Crystal Palace,77.8
2018-04-14,Crystal Palace,75.1
2018-04-21,Crystal Palace,70.0
2018-04-28,Crystal Palace,81.4
2018-05-05,Crystal Palace,74.2
2018-05-13,Crystal Palace,85.3
2018-08-11,Crystal Palace,73.7
2018-08-20,Crystal Palace,76.3
2018-08-26,Crystal Palace,74.0
2018-09-01,Crystal Palace,76.9
2018-09-15,Crystal Palace,77.4
2018-09-22,Crystal Palace,76.7
2018-10-01,Crystal Palace,82.1
2018-10-06,Crystal Palace,81.4
2018-10-21,Crystal Palace,70.8
2018-10-28,Crystal Palace,76.0
2018-11-04,Crystal Palace,76.8
2018-11-10,Crystal Palace,63.3
2018-11-24,Crystal Palace,74.1
2018-12-01,Crystal Palace,78.9
2018-12-04,Crystal Palace,84.0
2018-12-08,Crystal Palace,77.2
2018-12-15,Crystal Palace,71.7
2018-12-22,Crystal Palace,57.6
2018-12-26,Crystal Palace,79.6
2018-12-30,Crystal Palace,75.6
2019-01-02,Crystal Palace,77.7
2019-01-12,Crystal Palace,74.4
2019-01-19,Crystal Palace,68.6
2019-01-30,Crystal Palace,71.0
2019-02-02,Crystal Palace,72.5
2019-02-09,Crystal Palace,79.6
2019-02-23,Crystal Palace,72.0
2019-02-27,Crystal Palace,79.3
2019-03-02,Crystal Palace,65.6
2019-03-09,Crystal Palace,79.9
2019-03-30,Crystal Palace,75.3
2019-04-03,Crystal Palace,74.9
2019-04-06,Crystal Palace,74.9
2019-04-14,Crystal Palace,70.3
2019-04-21,Crystal Palace,66.8
2019-04-27,Crystal Palace,61.9
2019-05-04,Crystal Palace,74.9
2019-05-12,Crystal Palace,77.5
2019-08-10,Crystal Palace,56.3
2019-08-18,Crystal Palace,78.2
2019-08-24,Crystal Palace,59.7
2019-08-31,Crystal Palace,81.0
2019-09-14,Crystal Palace,76.3
2019-09-22,Crystal Palace,78.0
2019-09-28,Crystal Palace,78.0
2019-10-05,Crystal Palace,79.7
2019-10-19,Crystal Palace,72.6
2019-10-27,Crystal Palace,74.9
2019-11-03,Crystal Palace,75.8
2019-11-09,Crystal Palace,75.8
2019-11-23,Crystal Palace,72.7
2019-11-30,Crystal Palace,73.9
2019-12-03,Crystal Palace,69.3
2019-12-07,Crystal Palace,72.2
2019-12-16,Crystal Palace,72.3
2019-12-21,Crystal Palace,82.5
2019-12-26,Crystal Palace,81.7
2019-12-28,Crystal Palace,70.9
2020-01-01,Crystal Palace,78.7
2020-01-11,Crystal Palace,69.1
2020-01-18,Crystal Palace,63.5
2020-01-21,Crystal Palace,64.5
2020-02-01,Crystal Palace,78.4
2020-02-08,Crystal Palace,74.1
2020-02-22,Crystal Palace,74.1
2020-02-29,Crystal Palace,65.6
2020-03-07,Crystal Palace,69.3
2020-06-20,Crystal Palace,74.4
2020-06-24,Crystal Palace,72.3
2020-06-29,Crystal Palace,79.2
2020-07-04,Crystal Palace,77.5
2020-07-07,Crystal Palace,76.4
2020-07-12,Crystal Palace,77.8
2020-07-16,Crystal Palace,78.2
2020-07-20,Crystal Palace,77.5
2020-07-26,Crystal Palace,77.8
2020-09-12,Crystal Palace,51.9
2020-09-19,Crystal Palace,58.4
2020-09-26,Crystal Palace,72.8
2020-10-03,Crystal Palace,71.3
2020-10-18,Crystal Palace,66.7
2020-10-24,Crystal Palace,79.8
2020-10-30,Crystal Palace,88.3
2020-11-07,Crystal Palace,70.9
2020-11-23,Crystal Palace,75.4
2020-11-27,Crystal Palace,80.2
2020-12-06,Crystal Palace,86.5
2020-12-13,Crystal Palace,77.9
2020-12-16,Crystal Palace,76.5
2020-12-19,Crystal Palace,74.1
2020-12-26,Crystal Palace,78.2
2020-12-28,Crystal Palace,60.3
2021-01-02,Crystal Palace,71.9
2021-01-14,Crystal Palace,75.5
2021-01-17,Crystal Palace,72.6
2021-01-26,Crystal Palace,77.8
2021-01-30,Crystal Palace,86.1
2021-02-02,Crystal Palace,75.8
2021-02-08,Crystal Palace,76.0
